0 0 143 191
1 0 84 155
2 0 147 251
3 0 256 1625
4 0 2182 755
5 0 1115 533
6 0 848 610
7 1 438 345
8 1 279 207
9 1 292 246
10 1 264 267
11 2 292 340
12 3 274 487
13 4 357 328
14 9 458 251
15 15 382 222
16 18 287 226
17 36 297 189
18 43 296 195
19 40 322 210
20 34 343 217
21 42 389 204
22 37 405 244
23 36 391 269
24 60 409 240
25 87 431 215
26 60 376 225
27 64 442 248
28 71 384 347
29 73 421 433
30 72 493 319
31 90 630 336
32 88 837 359
33 81 984 336
34 93 1272 312
35 75 1318 347
36 83 1275 361
37 71 1350 348
38 57 1246 394
39 63 1155 441
40 83 918 439
41 78 760 438
42 89 611 511
43 51 510 488
44 80 495 498
45 78 417 504
46 58 399 486
47 108 368 520
48 134 312 552
49 136 329 558
50 159 360 592
51 99 335 612
52 91 301 641
53 97 307 596
54 104 318 748
55 111 315 504
56 104 304 403
57 128 288 308
58 120 253 318
59 98 304 282
60 89 320 241
61 124 318 195
62 120 290 201
63 113 337 186
64 103 353 181
65 119 388 162
66 110 386 156
67 103 366 149
68 97 403 148
69 109 458 135
70 117 488 138
71 89 576 137
72 109 629 158
73 92 734 148
74 102 478 150
75 105 457 138
76 116 500 176
77 178 538 147
78 178 643 147
79 155 721 130
80 150 811 141
81 151 899 131
82 147 947 120
83 120 890 117
84 144 808 120
85 147 739 123
86 152 840 96
87 153 861 122
88 151 990 143
89 179 1019 120
90 177 914 129
91 163 714 124
92 177 631 124
93 172 500 131
94 200 467 126
95 167 435 125
96 196 373 131
97 229 367 119
98 234 335 130
99 276 348 132
100 288 325 133
101 348 316 155
102 332 318 122
103 380 253 126
104 432 236 132
105 500 255 159
106 520 216 154
107 617 198 153
108 606 200 180
109 580 218 149
110 576 220 156
111 556 180 156
112 635 177 150
113 619 162 163
114 616 162 140
115 573 146 132
116 519 168 151
117 554 140 133
118 581 137 140
119 509 125 160
120 536 138 160
121 524 110 174
122 482 130 149
123 437 102 116
124 451 118 155
125 450 97 139
126 464 110 144
127 480 91 163
128 446 102 147
129 420 88 150
130 485 95 143
131 447 78 147
132 429 80 155
133 371 97 138
134 404 87 158
135 433 63 170
136 383 97 200
137 393 81 179
138 460 79 144
139 512 69 187
140 515 76 185
141 478 79 164
142 503 73 163
143 456 87 187
144 474 65 179
145 471 70 182
146 471 76 153
147 438 69 192
148 417 87 209
149 447 66 237
150 425 78 225
151 356 65 224
152 418 83 266
153 381 72 273
154 413 63 272
155 399 87 265
156 386 81 297
157 344 67 252
158 346 86 284
159 425 66 283
160 417 76 274
161 366 76 315
162 393 96 268
163 403 67 282
164 423 77 281
165 439 81 347
166 478 68 346
167 480 72 372
168 458 77 401
169 509 62 397
170 520 60 357
171 509 56 395
172 518 50 384
173 556 55 413
174 545 54 432
175 576 59 435
176 569 65 497
177 536 51 523
178 503 65 540
179 538 68 495
180 499 59 548
181 540 63 509
182 493 60 470
183 575 53 500
184 555 61 536
185 580 62 473
186 531 65 507
187 557 77 474
188 569 57 487
189 753 57 488
190 912 43 481
191 898 60 454
192 1001 61 465
193 970 53 467
194 858 54 458
195 859 49 438
196 835 34 466
197 779 49 441
198 685 40 407
199 543 41 544
200 478 41 512
201 444 44 587
202 400 38 635
203 320 46 583
204 433 52 588
205 464 54 516
206 325 38 464
207 231 38 391
208 236 52 378
209 198 29 306
210 182 27 288
211 150 11 319
212 127 9 191
213 135 9 173
214 105 5 164
215 71 2 164
216 56 1 161
217 50 0 204
218 35 3 205
219 30 0 216
220 19 0 187
221 19 0 221
222 17 3 151
223 8 0 143
224 6 0 78
225 4 1 56
226 5 0 55
227 5 0 45
228 2 0 20
229 1 0 19
230 3 0 17
231 3 1 9
232 2 0 2
233 0 0 8
234 0 0 3
235 0 0 0
236 1 0 0
237 1 0 0
238 0 0 0
239 0 0 2
240 0 0 0
241 0 0 0
242 1 0 0
243 0 0 0
244 0 0 0
245 0 0 1
246 0 0 0
247 0 0 0
248 0 0 0
249 0 0 0
250 0 0 0
251 0 0 0
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
