0 0 0 0
1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
9 0 0 0
10 0 0 0
11 0 0 0
12 0 0 0
13 0 0 0
14 0 0 0
15 0 0 0
16 0 0 0
17 0 0 0
18 0 0 0
19 0 0 0
20 0 0 0
21 0 0 0
22 0 0 0
23 0 0 0
24 0 0 0
25 0 0 0
26 0 0 0
27 0 0 0
28 0 0 0
29 0 0 0
30 0 0 0
31 0 0 0
32 0 0 0
33 0 0 0
34 0 0 0
35 0 0 0
36 0 0 0
37 0 0 0
38 0 0 0
39 0 0 0
40 0 0 0
41 0 0 0
42 0 0 0
43 0 0 0
44 0 0 0
45 0 0 0
46 0 0 0
47 0 0 0
48 0 0 0
49 0 0 0
50 0 0 0
51 0 0 0
52 0 0 0
53 0 0 0
54 0 0 0
55 0 0 0
56 0 0 0
57 0 0 0
58 0 0 0
59 0 0 0
60 0 0 0
61 0 0 0
62 0 0 0
63 0 0 0
64 0 0 0
65 0 0 0
66 0 0 0
67 0 0 0
68 0 0 0
69 0 0 0
70 0 0 0
71 0 0 0
72 0 0 0
73 0 0 0
74 0 0 0
75 0 0 0
76 0 0 0
77 0 0 0
78 0 0 0
79 0 0 0
80 0 0 0
81 0 0 0
82 0 0 0
83 0 0 0
84 0 0 0
85 0 0 0
86 0 0 0
87 0 0 0
88 0 0 0
89 0 0 0
90 0 0 0
91 0 0 0
92 0 0 0
93 0 0 0
94 0 0 0
95 0 0 0
96 0 0 0
97 0 31 0
98 0 91 0
99 0 123 95
100 0 138 168
101 0 651 178
102 0 1297 628
103 0 1343 1513
104 0 947 724
105 0 504 574
106 1 309 441
107 2 282 262
108 1 283 211
109 0 297 248
110 3 324 292
111 6 313 399
112 4 447 432
113 14 355 289
114 15 307 253
115 31 293 200
116 57 315 221
117 35 291 184
118 22 347 198
119 43 390 207
120 44 382 213
121 35 422 233
122 21 399 262
123 119 450 257
124 72 412 240
125 62 397 207
126 97 386 242
127 42 420 320
128 28 497 404
129 128 628 330
130 93 775 327
131 85 987 368
132 34 1189 363
133 127 1236 304
134 84 1378 321
135 77 1244 379
136 92 1317 345
137 26 1173 373
138 33 985 401
139 121 747 425
140 91 661 440
141 55 555 471
142 39 463 522
143 114 433 486
144 70 391 487
145 117 392 516
146 176 344 496
147 61 321 528
148 74 364 554
149 184 350 586
150 98 394 571
151 98 306 656
152 65 398 590
153 117 575 676
154 125 307 624
155 131 854 476
156 123 256 356
157 132 748 310
158 59 329 324
159 77 1102 253
160 146 289 216
161 102 1473 184
162 140 1002 200
163 71 367 181
164 114 907 190
165 120 376 147
166 114 887 161
167 90 419 134
168 143 1132 142
169 79 1241 137
170 77 558 140
171 110 1453 141
172 106 473 161
173 125 1117 149
174 77 344 138
175 129 828 154
176 188 332 168
177 218 781 138
178 100 704 139
179 187 338 150
180 141 692 134
181 125 380 117
182 140 663 126
183 148 358 102
184 150 687 144
185 131 659 108
186 168 406 104
187 175 712 125
188 201 364 128
189 163 631 141
190 160 277 108
191 182 586 132
192 175 521 122
193 193 142 130
194 188 491 134
195 207 121 122
196 234 461 121
197 263 113 130
198 298 441 138
199 320 98 124
200 329 382 148
201 386 376 128
202 405 74 121
203 475 342 137
204 529 43 160
205 562 304 150
206 613 42 146
207 605 303 155
208 582 311 180
209 547 22 132
210 629 270 178
211 619 27 157
212 653 211 157
213 580 13 140
214 613 236 141
215 759 15 140
216 558 228 136
217 682 229 155
218 625 8 137
219 647 234 154
220 425 8 171
221 583 230 170
222 544 4 132
223 403 217 133
224 596 201 148
225 683 6 147
226 724 245 153
227 366 3 155
228 756 225 146
229 747 2 152
230 283 263 141
231 802 274 147
232 863 0 156
233 929 281 161
234 285 0 163
235 891 219 184
236 978 0 207
237 256 184 176
238 1276 1 167
239 916 177 200
240 810 99 199
241 262 0 159
242 763 121 207
243 723 0 187
244 287 152 206
245 717 0 195
246 827 198 199
247 845 155 219
248 212 0 241
249 1003 89 254
250 1221 0 263
251 224 38 275
252 1299 0 328
253 1230 5 315
254 163 0 306
255 20388 0 26209
